EmployeeKey|ParentEmployeeKey|EmployeeNationalIDAlternateKey|ParentEmployeeNationalIDAlternateKey|SalesTerritoryKey|FirstName|LastName|MiddleName|NameStyle|Title|HireDate|BirthDate|LoginID|EmailAddress|Phone|MaritalStatus|EmergencyContactName|EmergencyContactPhone|SalariedFlag|Gender|PayFrequency|BaseRate|VacationHours|SickLeaveHours|CurrentFlag|SalesPersonFlag|DepartmentName|StartDate|EndDate|Status|EmployeePhoto
108|214|992874797||11|Paula|Nartker|R|0|Production Technician - WC40|2008-08-12|1986-09-10|adventure-works\paula1|paula1@adventure-works.com|476-555-0119|M|Paula Nartker|476-555-0119|0|F|1|15.00|54|47|1|0|Production|2008-08-12||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
109|7|767955365||11|Mary|Gibson|E|0|Marketing Specialist|2008-08-12|1962-04-13|adventure-works\mary0|mary0@adventure-works.com|531-555-0183|M|Mary Gibson|531-555-0183|0|F|2|14.4231|46|43|1|0|Marketing|2008-08-12||Current|0xFFD8FFE000104A4649460001010100B400B40000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
110|40|342607223||11|Mindaugas|Krapauskas|J|0|Production Technician - WC50|2008-08-13|1977-12-05|adventure-works\mindaugas0|mindaugas0@adventure-works.com|637-555-0120|M|Mindaugas Krapauskas|637-555-0120|0|M|1|11.00|97|68|1|0|Production|2008-08-13||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED004050686F746F73686F7020332E30003842494D04040000000000241C015A00031B25471C0200000200021C02740010C2A9323030352050686F746F20496E63FFDB004300020101020101020202020202020203050303030303060404030507060707070607070809
111|23|45615666||11|Eric|Gubbels||0|Production Supervisor - WC20|2008-08-14|1984-08-19|adventure-works\eric0|eric0@adventure-works.com|260-555-0119|M|Eric Gubbels|260-555-0119|0|M|2|25.00|40|40|1|0|Production|2008-08-14||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED015450686F746F73686F7020332E30003842494D04040000000001381C015A00031B25471C0200000200021C0278002A4D6174757265204166726963616E20416D65726963616E20427573696E6573736D616E205365726965731C0250000D4E6963686F6C6173204D
112||295847284||11|Ken|Sánchez|J|0|Chief Executive Officer|2008-08-14|1968-08-29|adventure-works\ken0|ken0@adventure-works.com|697-555-0142|S|Ken Sánchez|697-555-0142|1|M|2|125.50|99|69|1|0|Executive|2008-08-14||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED013A50686F746F73686F7020332E30003842494D040400000000011D1C015A00031B25471C0200000200021C0219000343524D1C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D6572611C0219001250726F6365737320
113|138|733022683||11|Jason|Watters|M|0|Production Technician - WC30|2008-08-14|1988-07-07|adventure-works\jason0|jason0@adventure-works.com|571-555-0179|S|Jason Watters|571-555-0179|0|M|1|9.50|38|39|1|0|Production|2008-08-14||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
114|43|381772114||11|Mark|Harrington|L|0|Quality Assurance Technician|2008-08-15|1985-11-28|adventure-works\mark0|mark0@adventure-works.com|147-555-0179|S|Mark Harrington|147-555-0179|0|M|2|10.5769|83|61|1|0|Quality Assurance|2008-08-15||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
115|163|187369436||11|Janeth|Esteves|M|0|Production Technician - WC45|2008-08-15|1972-02-22|adventure-works\janeth0|janeth0@adventure-works.com|540-555-0191|S|Janeth Esteves|540-555-0191|0|F|1|10.00|81|60|1|0|Production|2008-08-15||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED003850686F746F73686F7020332E30003842494D040400000000001B1C015A00031B25471C0200000200021C02500007756E6B6E6F776E00FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A080707
116|188|364818297||11|Marc|Ingle|J|0|Production Technician - WC30|2008-08-16|1986-05-24|adventure-works\marc0|marc0@adventure-works.com|234-555-0169|M|Marc Ingle|234-555-0169|0|M|1|9.50|22|31|1|0|Production|2008-08-16||Current|0xFFD8FFE000104A46494600010101004800480000FFED005050686F746F73686F7020332E30003842494D04040000000000341C015A00031B25471C0200000200021C027800202020202020202020202020202020202020202020202020202020202020202020FFDB0043000201010201010202020202020202030503030303
117|162|658797903||11|Gigi|Matthew|N|0|Research and Development Engineer|2008-08-16|1978-08-21|adventure-works\gigi0|gigi0@adventure-works.com|185-555-0186|M|Gigi Matthew|185-555-0186|1|F|2|40.8654|63|51|1|0|Research and Development|2008-08-16||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01A450686F746F73686F7020332E30003842494D04040000000001871C015A00031B25471C0200000200021C0278008F5468697320697320612073657373696F6E2077697468696E2074686520627573696E65737320636F6E636570742E2054686520636F6E636570
118|111|886023130||11|Paul|Singh|R|0|Production Technician - WC20|2008-08-17|1990-06-04|adventure-works\paul1|paul1@adventure-works.com|727-555-0112|M|Paul Singh|727-555-0112|0|M|1|14.00|6|23|1|0|Production|2008-08-17||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
119|214|749211824||11|Frank|Lee|T|0|Production Technician - WC40|2008-08-17|1987-04-06|adventure-works\frank0|frank0@adventure-works.com|158-555-0191|M|Frank Lee|158-555-0191|0|M|1|15.00|56|48|1|0|Production|2008-08-17||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
120|44|643805155||11|François|Ajenstat|P|0|Database Administrator|2008-08-17|1980-06-13|adventure-works\françois0|françois0@adventure-works.com|785-555-0110|S|François Ajenstat|785-555-0110|1|M|2|38.4615|67|53|1|0|Information Services|2008-08-17||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
121|16|92096924||11|Diane|Tibbott|H|0|Production Technician - WC50|2008-08-18|1989-03-09|adventure-works\diane2|diane2@adventure-works.com|361-555-0180|S|Diane Tibbott|361-555-0180|0|F|1|11.00|8|24|1|0|Production|2008-08-18||Current|0xFFD8FFE000104A4649460001010100F000F00000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
122|7|72636981||11|Jill|Williams|A|0|Marketing Specialist|2008-08-18|1979-01-16|adventure-works\jill0|jill0@adventure-works.com|510-555-0121|M|Jill Williams|510-555-0121|0|F|2|14.4231|47|43|1|0|Marketing|2008-08-18||Current|0xFFD8FFE000104A46494600010101004800480000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
123|40|563680513||11|Angela|Barbariol|W|0|Production Technician - WC50|2008-08-20|1990-12-29|adventure-works\angela0|angela0@adventure-works.com|150-555-0194|S|Angela Barbariol|150-555-0194|0|F|1|11.00|92|66|1|0|Production|2008-08-20||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
124|87|584205124||11|Matthias|Berndt|T|0|Shipping and Receiving Clerk|2008-08-20|1973-06-11|adventure-works\matthias0|matthias0@adventure-works.com|139-555-0120|M|Matthias Berndt|139-555-0120|0|M|2|9.50|94|67|1|0|Shipping and Receiving|2008-08-20||Current|0x89504E470D0A1A0A0000000D49484452000000B70000007A0806000000FD18C2F5000000017352474200AECE1CE90000000467414D410000B18F0BFC6105000000097048597300000EC400000EC401952B0E1B000094B449444154785ECDBD67AC6C597A9EB74ECEE9E6D4717A7ABA7B2239414CB235961C6042826842860C
125|9|458159238||11|Bryan|Baker||0|Production Technician - WC60|2008-08-21|1973-03-27|adventure-works\bryan0|bryan0@adventure-works.com|712-555-0113|S|Bryan Baker|712-555-0113|0|M|1|12.45|35|37|1|0|Production|2008-08-21||Current|0xFFD8FFE000104A46494600010101004800480000FFED01C850686F746F73686F7020332E30003842494D04040000000001AB1C015A00031B25471C0200000200021C0278003C427573696E6573736D616E20506F696E74696E67206174204C6170746F702C2069736F6C61746564206F6E207768697465206261636B67726F
126|23|712885347||11|Jeff|Hay|V|0|Production Supervisor - WC45|2008-08-21|1976-08-15|adventure-works\jeff0|jeff0@adventure-works.com|350-555-0167|M|Jeff Hay|350-555-0167|0|M|2|25.00|74|57|1|0|Production|2008-08-21||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
127|188|87268837||11|Eugene|Zabokritski|R|0|Production Technician - WC30|2008-08-21|1987-02-12|adventure-works\eugene0|eugene0@adventure-works.com|241-555-0191|S|Eugene Zabokritski|241-555-0191|0|M|1|9.50|33|36|1|0|Production|2008-08-21||Current|0xFFD8FFE000104A46494600010101004800480000FFED009E50686F746F73686F7020332E30003842494D04040000000000821C015A00031B25471C0200000200021C02780036506F727472616974206F66206120796F756E672063617375616C2068616E64736F6D652073747564656E742C206C61756768696E672E1C0250
128|186|969985265||11|Barbara|Decker|S|0|Production Technician - WC20|2008-08-22|1984-07-29|adventure-works\barbara0|barbara0@adventure-works.com|119-555-0192|M|Barbara Decker|119-555-0192|0|F|1|14.00|17|28|1|0|Production|2008-08-22||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
129|126|539490372||11|Chris|Preston|T|0|Production Technician - WC45|2008-08-22|1988-07-16|adventure-works\chris0|chris0@adventure-works.com|200-555-0112|M|Chris Preston|200-555-0112|0|M|1|10.00|76|58|1|0|Production|2008-08-22||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED007E50686F746F73686F7020332E30003842494D04040000000000611C015A00031B25471C0200000200021C02500007756E6B6E6F776E1C021900104E65772050726F6475637420496465611C021900114368616E6765204D616E6167656D656E741C0219000E4469
130|92|242381745||11|Sean|Chai|N|0|Document Control Assistant|2008-08-22|1986-10-10|adventure-works\sean1|sean1@adventure-works.com|205-555-0132|S|Sean Chai|205-555-0132|0|M|2|10.25|78|59|1|0|Document Control|2008-08-22||Current|0xFFD8FFE000104A46494600010101015E015E0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
131|44|929666391||11|Dan|Wilson|B|0|Database Administrator|2008-08-22|1975-08-06|adventure-works\dan1|dan1@adventure-works.com|653-555-0144|M|Dan Wilson|653-555-0144|1|M|2|38.4615|66|53|1|0|Information Services|2008-08-22||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED00DA50686F746F73686F7020332E30003842494D04040000000000BE1C015A00031B25471C0200000200021C02780030506572736F6E20696E206120626C61636B20736869727420616761696E737420626C61636B206261636B67726F756E641C0205001750657273
132|18|948320468||11|Mark|McArthur|K|0|Production Technician - WC60|2008-08-23|1979-04-25|adventure-works\mark1|mark1@adventure-works.com|417-555-0154|S|Mark McArthur|417-555-0154|0|M|1|12.45|19|29|1|0|Production|2008-08-23||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED006E50686F746F73686F7020332E30003842494D04040000000000511C015A00031B25471C0200000200021C0205000C41726D732043726F737365641C021900114368616E6765204D616E6167656D656E741C0219000E4469676974616C2043616D6572611C021900
133|142|931190412||11|Bryan|Walton|A|0|Accounts Receivable Specialist|2008-08-24|1984-04-20|adventure-works\bryan1|bryan1@adventure-works.com|935-555-0199|S|Bryan Walton|935-555-0199|0|M|2|19.00|62|51|1|0|Finance|2008-08-24||Current|0xFFD8FFE000104A4649460001010100F000F00000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
134|76|153288994||11|Houman|Pournasseh|N|0|Production Technician - WC50|2008-08-25|1971-03-30|adventure-works\houman0|houman0@adventure-works.com|180-555-0136|M|Houman Pournasseh|180-555-0136|0|M|1|11.00|3|21|1|0|Production|2008-08-25||Current|0xFFD8FFE000104A46494600010101004800480000FFED009A50686F746F73686F7020332E30003842494D040400000000007D1C015A00031B25471C0200000200021C0250000B4A55414E204D4F4E494E4F1C0219000343524D1C0219000E4469676974616C2043616D6572611C0219001250726F63657373204175746F6D61
135|46|981495526||11|Sairaj|Uddin|L|0|Scheduling Assistant|2008-08-26|1987-07-22|adventure-works\sairaj0|sairaj0@adventure-works.com|500-555-0159|M|Sairaj Uddin|500-555-0159|0|M|2|16.00|46|43|1|0|Production Control|2008-08-26||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED00CE50686F746F73686F7020332E30003842494D04040000000000B11C015A00031B25471C0200000200021C027800744865616420616E642073686F756C6465727320706F727472616974206F6620796F756E6720627573696E6573736D616E207768696C6520736D
136|177|363996959||11|Michiko|Osada|F|0|Production Technician - WC30|2008-08-26|1982-01-25|adventure-works\michiko0|michiko0@adventure-works.com|984-555-0148|S|Michiko Osada|984-555-0148|0|M|1|9.50|44|42|1|0|Production|2008-08-26||Current|0xFFD8FFE000104A46494600010101004800480000FFED01BA50686F746F73686F7020332E30003842494D040400000000019D1C015A00031B25471C0200000200021C02780033427573696E6573736D616E20736561746564206174206465736B20696E206D6F6465726E206F66666963652073657474696E671C0250000C53
137|188|585408256||11|Benjamin|Martin|R|0|Production Technician - WC30|2008-08-27|1985-08-05|adventure-works\benjamin0|benjamin0@adventure-works.com|533-555-0111|S|Benjamin Martin|533-555-0111|0|M|1|9.50|28|34|1|0|Production|2008-08-27||Current|0xFFD8FFE000104A46494600010101004800480000FFED199850686F746F73686F7020332E30003842494D04040000000002F81C0200000200021C02780044706F727472616974206F6620796F756E67206164756C74207375636365737366756C20627573696E6573736D616E202D206F6E207768697465206261636B67726F
138|23|386315192||11|Cynthia|Randall|S|0|Production Supervisor - WC30|2008-08-27|1981-03-18|adventure-works\cynthia0|cynthia0@adventure-works.com|352-555-0138|S|Cynthia Randall|352-555-0138|0|F|2|25.00|69|54|1|0|Production|2008-08-27||Current|0xFFD8FFE000104A46494600010101004800480000FFED01F450686F746F73686F7020332E30003842494D04040000000001D81C015A00031B25471C0200000200021C02780040506F727472616974206F662062656175746966756C20796F756E6720627573696E657373776F6D616E20617420636F72706F72617465206C6F
139|201|167554340||11|Kathie|Flood|E|0|Production Technician - WC45|2008-08-27|1990-06-01|adventure-works\kathie0|kathie0@adventure-works.com|446-555-0118|M|Kathie Flood|446-555-0118|0|F|1|10.00|87|63|1|0|Production|2008-08-27||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
140|18|410742000||11|Britta|Simon|L|0|Production Technician - WC60|2008-08-29|1989-04-28|adventure-works\britta0|britta0@adventure-works.com|955-555-0169|M|Britta Simon|955-555-0169|0|F|1|12.45|14|27|1|0|Production|2008-08-29||Current|0x89504E470D0A1A0A0000000D494844520000007A0000007B0806000000BB059441000000017352474200AECE1CE90000000467414D410000B18F0BFC6105000000097048597300000EC400000EC401952B0E1B00006FE449444154785E95BDF793E5D779DE79BAFB76CE333D3D19139133458A14458A964A96A36C6965CBB5
141|214|746201340||11|Brian|Lloyd|T|0|Production Technician - WC40|2008-08-29|1976-09-10|adventure-works\brian0|brian0@adventure-works.com|110-555-0182|S|Brian Lloyd|110-555-0182|0|M|1|15.00|55|47|1|0|Production|2008-08-29||Current|0xFFD8FFE000104A46494600010101004800480000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
142|143|30845||11|David|Liu|J|0|Accounts Manager|2008-08-30|1983-02-05|adventure-works\david6|david6@adventure-works.com|646-555-0185|M|David Liu|646-555-0185|1|M|2|34.7356|57|48|1|0|Finance|2008-08-30||Current|0xFFD8FFE000104A46494600010101004800480000FFED01C650686F746F73686F7020332E30003842494D04040000000001A91C015A00031B25471C0200000200021C0278001B506F727472616974206F66206120796F756E67206D616E616765721C027A000E4AC3A16E6F732047656872696E671C0250001A4AC3A16E6F73
143|112|184188301||11|Laura|Norman|F|0|Chief Financial Officer|2008-08-31|1975-08-06|adventure-works\laura1|laura1@adventure-works.com|615-555-0110|M|Laura Norman|615-555-0110|1|F|2|60.0962|0|20|1|0|Executive|2008-08-31|2013-06-13||0xFFD8FFE000104A46494600010101004800480000FFED017C50686F746F73686F7020332E30003842494D040400000000015F1C015A00031B25471C0200000200021C0278002D596F756E6720627573696E657373776F6D616E206C6F6F6B696E67207468726F75676820646F63756D656E74731C021900104E65772050726F
144|112|184188301||11|Laura|Norman|F|0|Chief Financial Officer|2008-08-31|1975-08-06|adventure-works\laura1|laura1@adventure-works.com|615-555-0110|M|Laura Norman|615-555-0110|1|F|2|60.0962|0|20|1|0|Executive|2013-06-13||Current|0xFFD8FFE000104A46494600010101004800480000FFED017C50686F746F73686F7020332E30003842494D040400000000015F1C015A00031B25471C0200000200021C0278002D596F756E6720627573696E657373776F6D616E206C6F6F6B696E67207468726F75676820646F63756D656E74731C021900104E65772050726F
145|40|398737566||11|Michael|Patten|W|0|Production Technician - WC50|2008-08-31|1973-12-01|adventure-works\michael2|michael2@adventure-works.com|441-555-0195|S|Michael Patten|441-555-0195|0|M|1|11.00|98|69|1|0|Production|2008-08-31||Current|0xFFD8FFE000104A46494600010101015E015E0000FFED019A50686F746F73686F7020332E30003842494D040400000000017E1C015A00031B25471C0200000200021C02780031636F75726167656F757320627573696E6573736D616E206F6E207468652069736F6C61746564206261636B67726F756E641C02050016636F75
146|138|764853868||11|Andy|Ruth|M|0|Production Technician - WC30|2008-08-31|1983-05-20|adventure-works\andy0|andy0@adventure-works.com|118-555-0110|M|Andy Ruth|118-555-0110|0|M|1|9.50|39|39|1|0|Production|2008-08-31||Current|0xFFD8FFE000104A46494600010101015E015E0000FFED014250686F746F73686F7020332E30003842494D04040000000001251C015A00031B25471C0200000200021C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C6F706D656E742028544444291C0219000F4E65
147|23|319472946||11|Yuhong|Li|L|0|Production Supervisor - WC20|2008-09-01|1976-11-04|adventure-works\yuhong0|yuhong0@adventure-works.com|965-555-0155|M|Yuhong Li|965-555-0155|0|M|2|25.00|41|40|1|0|Production|2008-09-01||Current|0xFFD8FFE000104A4649460001010100F000F00000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
148|163|456839592||11|Robert|Rounthwaite|J|0|Production Technician - WC45|2008-09-02|1984-09-28|adventure-works\robert0|robert0@adventure-works.com|589-555-0147|S|Robert Rounthwaite|589-555-0147|0|M|1|10.00|82|61|1|0|Production|2008-09-02||Current|0xFFD8FFE000104A4649460001010100B400B40000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
149|43|131471224||11|Andreas|Berglund|T|0|Quality Assurance Technician|2008-09-02|1988-10-26|adventure-works\andreas0|andreas0@adventure-works.com|181-555-0124|M|Andreas Berglund|181-555-0124|0|M|2|10.5769|84|62|1|0|Quality Assurance|2008-09-02||Current|0xFFD8FFE000104A46494600010101004800480000FFED01D850686F746F73686F7020332E30003842494D04040000000001BC1C015A00031B25471C0200000200021C02780045506F727472616974206F66206120736D696C696E67204166726963616E20416D65726963616E20627573696E657373206D616E207573696E67
150|188|259388196||11|Reed|Koch|T|0|Production Technician - WC30|2008-09-02|1988-08-08|adventure-works\reed0|reed0@adventure-works.com|678-555-0110|M|Reed Koch|678-555-0110|0|M|1|9.50|23|31|1|0|Production|2008-09-02||Current|0xFFD8FFE000104A46494600010101006000600000FFDB004300080606070605080707070909080A0C140D0C0B0B0C1912130F141D1A1F1E1D1A1C1C20242E2720222C231C1C2837292C30313434341F27393D38323C2E333432FFDB0043010909090C0B0C180D0D1832211C2132323232323232323232323232323232323232
151|147|812797414||11|Linda|Randall|A|0|Production Technician - WC20|2008-09-03|1977-05-05|adventure-works\linda1|linda1@adventure-works.com|696-555-0157|S|Linda Randall|696-555-0157|0|F|1|14.00|12|26|1|0|Production|2008-09-03||Current|0xFFD8FFE000104A46494600010101004800480000FFED021850686F746F73686F7020332E30003842494D04040000000001D51C015A00031B25471C0200000200021C0278003A6272756E6574746520776F6D616E2077656172696E6720627573696E657373206F7574666974206F6E207768697465206261636B67726F756E
152|112|519899904||11|James|Hamilton|R|0|Vice President of Production|2008-09-03|1988-02-04|adventure-works\james1|james1@adventure-works.com|870-555-0122|S|James Hamilton|870-555-0122|1|M|2|84.1346|64|52|1|0|Production|2008-09-03||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED005650686F746F73686F7020332E30003842494D040400000000003A1C015A00031B25471C0200000200021C0250000E57656E64656C6C204672616E6B731C0274001357656E64656C6C204672616E6B732032303038FFDB0043000201010201010202020202020202
153|44|314747499||11|Ramesh|Meyyappan|V|0|Application Specialist|2008-09-03|1987-10-12|adventure-works\ramesh0|ramesh0@adventure-works.com|182-555-0134|S|Ramesh Meyyappan|182-555-0134|1|M|2|27.4038|73|56|1|0|Information Services|2008-09-03||Current|0xFFD8FFE000104A46494600010101004800480000FFED017A50686F746F73686F7020332E30003842494D040400000000015D1C015A00031B25471C0200000200021C02780041486170707920627573696E657373206D616E20776974682061726D732063726F737365642069736F6C61746564206F6E207768697465206261
154|44|858323870||11|Stephanie|Conroy|A|0|Network Manager|2008-09-04|1983-10-24|adventure-works\stephanie0|stephanie0@adventure-works.com|594-555-0110|S|Stephanie Conroy|594-555-0110|1|F|2|39.6635|68|54|1|0|Information Services|2008-09-04||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED31DC50686F746F73686F7020332E30003842494D03ED00000000001000F000000001000100F00000000100013842494D040C0000000031870000000100000100000000AB00000300000201000000316B00180001FFD8FFEE000E41646F626500640000000001FFDB00
155|111|25011600||11|Samantha|Smith|H|0|Production Technician - WC20|2008-09-04|1987-06-22|adventure-works\samantha0|samantha0@adventure-works.com|587-555-0114|M|Samantha Smith|587-555-0114|0|F|1|14.00|7|23|1|0|Production|2008-09-04||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
156|214|436757988||11|Tawana|Nusbaum|G|0|Production Technician - WC40|2008-09-05|1989-06-10|adventure-works\tawana0|tawana0@adventure-works.com|368-555-0113|S|Tawana Nusbaum|368-555-0113|0|M|1|15.00|50|45|1|0|Production|2008-09-05||Current|0xFFD8FFE000104A46494600010101004800480000FFED022450686F746F73686F7020332E30003842494D04040000000002081C015A00031B25471C0200000200021C0278004D536D696C696E6720686170707920627573696E6573736D616E20776974682061726D732063726F7373656420616761696E73742069736F6C61
157|16|652535724||11|Denise|Smith|H|0|Production Technician - WC50|2008-09-05|1988-02-04|adventure-works\denise0|denise0@adventure-works.com|869-555-0119|M|Denise Smith|869-555-0119|0|F|1|11.00|9|24|1|0|Production|2008-09-05||Current|0xFFD8FFE000104A46494600010101004800480000FFED01C850686F746F73686F7020332E30003842494D04040000000001AB1C015A00031B25471C0200000200021C0278002E506F727472616974206F66206120796F756E67206174747261637469766520627573696E65737320776F6D616E2E1C0250000B597572692041
158|32|416679555||11|Hao|Chen|O|0|Human Resources Administrative Assistant|2008-09-06|1976-11-15|adventure-works\hao0|hao0@adventure-works.com|806-555-0136|S|Hao Chen|806-555-0136|0|M|2|13.9423|52|46|1|0|Human Resources|2008-09-06||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01DC50686F746F73686F7020332E30003842494D04040000000001C01C015A00031B25471C0200000200021C027800264120706F727472616974206F6620616E20417369616E204561737420496E6469616E206D616E1C0250000C416A617920426861736B61721C02
159|126|377784364||11|Alex|Nayberg|M|0|Production Technician - WC45|2008-09-08|1989-11-11|adventure-works\alex0|alex0@adventure-works.com|819-555-0198|M|Alex Nayberg|819-555-0198|0|M|1|10.00|77|58|1|0|Production|2008-09-08||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED005C50686F746F73686F7020332E30003842494D04040000000000401C015A00031B25471C0200000200021C021900114368616E6765204D616E6167656D656E741C0219000E4469676974616C2043616D6572611C0219000343524DFFDB0043000201010201010202
160|9|66073987||11|Eugene|Kogan|O|0|Production Technician - WC60|2008-09-08|1975-09-10|adventure-works\eugene1|eugene1@adventure-works.com|173-555-0179|S|Eugene Kogan|173-555-0179|0|M|1|12.45|36|38|1|0|Production|2008-09-08||Current|0xFFD8FFE000104A46494600010101015E015E0000FFED018050686F746F73686F7020332E30003842494D04040000000001631C015A00031B25471C0200000200021C02780019417369616E20627573696E6573736D616E20706F73696E672E1C0250000E54616E204B69616E204B686F6F6E1C0255000C50686F746F677261
