CustomerKey|GeographyKey|FirstName|MiddleName|LastName|BirthDate|MaritalStatus|Suffix|Title|EmailAddress|YearlyIncome|Education|Occupation|AddressLine1|AddressLine2|Phone|DateFirstPurchase|CustomerType|CompanyName
10079|657|Grace|A|Gray|1964-02-10|S||Mrs.|grace41@adventure-works.com|10000.0|Partial High School|Manual|1402, rue Lauriston||1 (11) 500 555-0123|2004-04-29|Person|
10080|572|Lee|S|Carlson|1964-05-12|S||Mr.|lee17@adventure-works.com|20000.0|High School|Manual|2062 Dos Encinas||1 (11) 500 555-0146|2004-01-24|Person|
10081|564|Ebony||Lopez|1964-07-19|M||Mrs.|ebony17@adventure-works.com|30000.0|Bachelors|Skilled Manual|1, rue de la Centenaire||1 (11) 500 555-0183|2004-07-13|Person|
10082|529|Xavier|M|Smith|1964-03-10|S||Mr.|xavier0@adventure-works.com|30000.0|Bachelors|Skilled Manual|1, rue Pierre-Demoulin||1 (11) 500 555-0120|2004-06-02|Person|
10083|483|Jason||Edwards|1964-08-18|S||Mr.|jason31@adventure-works.com|30000.0|Partial College|Manual|Rykestr 8295||1 (11) 500 555-0115|2004-01-23|Person|
10084|659|Trisha|W|Chen|1963-12-20|S||Mrs.|trisha20@adventure-works.com|20000.0|High School|Manual|9093 Gilardy Dr.||1 (11) 500 555-0156|2004-07-24|Person|
10085|530|Clarence|W|Deng|1933-05-25|M||Mr.|clarence17@adventure-works.com|10000.0|High School|Manual|70, place du Tertre||1 (11) 500 555-0183|2003-10-18|Person|
10086|683|Leslie|V|Vazquez|1933-11-16|M||Mrs.|leslie15@adventure-works.com|20000.0|Partial College|Manual|Klara Straße 2464||1 (11) 500 555-0184|2004-07-12|Person|
10087|640|Katelyn||Bell|1933-04-28|M||Mrs.|katelyn13@adventure-works.com|20000.0|Partial College|Manual|Parkstr 852||1 (11) 500 555-0180|2004-02-15|Person|
10088|640|Rebecca|E|Scott|1966-08-22|S||Mrs.|rebecca15@adventure-works.com|40000.0|Bachelors|Professional|Kapellstr 49|Verkaufsabteilung|1 (11) 500 555-0113|2004-03-09|Person|
10089|529|Alvin|G|Anand|1965-11-28|S||Mr.|alvin43@adventure-works.com|30000.0|Partial College|Clerical|568, avenue de l´ Union Centrale||1 (11) 500 555-0162|2003-10-07|Person|
10090|548|Yiroyuki||Sato|1965-06-14|S||Mrs.|yiroyuki0@adventure-works.com|30000.0|Partial College|Clerical|155, avenue Foch||1 (11) 500 555-0199|2003-10-14|Person|
10091|702|Thomas|E|Garcia|1965-06-26|S||Mr.|thomas78@adventure-works.com|30000.0|Partial College|Clerical|6, route de Marseille||1 (11) 500 555-0164|2003-10-01|Person|
10092|662|Ashley||Jenkins|1965-04-19|S||Mrs.|ashley33@adventure-works.com|30000.0|Partial College|Clerical|Königsteiner Straße 500||1 (11) 500 555-0119|2004-01-21|Person|
10093|485|Gina|A|Gutierrez|1964-02-06|M||Mrs.|gina11@adventure-works.com|40000.0|Bachelors|Skilled Manual|6073 San Francisco||1 (11) 500 555-0173|2003-04-27|Person|
10094|506|Jacquelyn||Castro|1964-10-02|M||Mrs.|jacquelyn19@adventure-works.com|40000.0|Bachelors|Skilled Manual|2075 Browse Ct||1 (11) 500 555-0135|2003-05-24|Person|
10095|459|Alison||Sharma|1963-11-18|S||Mrs.|alison9@adventure-works.com|30000.0|Partial College|Clerical|8280, place du Tertre||1 (11) 500 555-0125|2004-05-08|Person|
10096|529|Lance|L|Munoz|1963-12-06|S||Mr.|lance7@adventure-works.com|30000.0|Partial College|Clerical|6, rue de l´Esplanade||1 (11) 500 555-0115|2003-10-28|Person|
10097|480|Jon||Lin|1963-09-03|S||Mr.|jon27@adventure-works.com|30000.0|Partial College|Clerical|Hellweg 4934|Verkaufsabteilung|1 (11) 500 555-0117|2004-04-28|Person|
10098|586|Gary||Ruiz|1977-06-21|M||Mr.|gary12@adventure-works.com|20000.0|High School|Manual|Winter der Böck 5850||1 (11) 500 555-0126|2004-02-20|Person|
10099|592|Steve||Ma|1979-02-11|M||Mr.|steve18@adventure-works.com|20000.0|High School|Manual|9406, rue Maillard||1 (11) 500 555-0114|2004-02-03|Person|
10100|661|Sandra|D|Liu|1979-04-24|S||Mrs.|sandra10@adventure-works.com|20000.0|High School|Manual|2, rue Pierre-Demoulin||1 (11) 500 555-0150|2003-11-14|Person|
10101|515|Sandra|C|Zhang|1979-06-23|S||Mrs.|sandra6@adventure-works.com|30000.0|Partial College|Clerical|Kapellstr 4767||1 (11) 500 555-0140|2004-06-13|Person|
10102|651|Meagan|R|Perez|1979-03-08|S||Mrs.|meagan19@adventure-works.com|30000.0|Partial College|Clerical|6832 Cotton Ct.||1 (11) 500 555-0111|2004-03-24|Person|
10103|555|Willie|M|Zheng|1963-03-02|M||Mr.|willie18@adventure-works.com|40000.0|Bachelors|Skilled Manual|Kappellweg 664||1 (11) 500 555-0168|2004-03-06|Person|
10104|608|Francis||Hernandez|1963-07-24|M||Mr.|francis1@adventure-works.com|40000.0|Bachelors|Skilled Manual|3708 Montana||1 (11) 500 555-0187|2003-05-03|Person|
10105|698|Robin||Gutierrez|1963-07-03|M||Mrs.|robin7@adventure-works.com|40000.0|Bachelors|Skilled Manual|4629 Candellero Dr||1 (11) 500 555-0133|2003-05-11|Person|
10106|576|Cory|A|Sara|1963-05-06|M||Mr.|cory8@adventure-works.com|40000.0|Bachelors|Skilled Manual|7476 Halfmoon Court||1 (11) 500 555-0197|2003-05-13|Person|
10107|506|Katie||Sharma|1962-01-09|M||Mrs.|katie12@adventure-works.com|40000.0|Bachelors|Skilled Manual|237 Ashley Way||1 (11) 500 555-0139|2003-05-04|Person|
10108|586|Kaitlin||Rodriguez|1962-09-26|M||Mrs.|kaitlin18@adventure-works.com|40000.0|Bachelors|Skilled Manual|Dunckerstr 7835||1 (11) 500 555-0132|2004-03-13|Person|
10109|765|Kristine|A|Martin|1962-11-23|M||Mrs.|kristine1@adventure-works.com|40000.0|Bachelors|Skilled Manual|Buergermeister-ulrich-str 7500||1 (11) 500 555-0191|2004-03-14|Person|
10110|555|Katie||Pal|1978-02-27|S||Mrs.|katie15@adventure-works.com|30000.0|Partial College|Clerical|Marketplatz 64||1 (11) 500 555-0159|2004-05-14|Person|
10111|506|Brent|S|Zeng|1978-08-07|M||Mr.|brent20@adventure-works.com|30000.0|Partial College|Clerical|5183 Hames Drive||1 (11) 500 555-0195|2003-08-18|Person|
10112|506|Ricardo||Deng|1978-12-16|S||Mr.|ricardo1@adventure-works.com|30000.0|Partial College|Clerical|6445 Heartwood Drive||1 (11) 500 555-0163|2003-08-12|Person|
10113|529|Johnathan||Prasad|1977-03-17|M||Mr.|johnathan11@adventure-works.com|30000.0|Partial College|Clerical|34703, rue des Bouchers||1 (11) 500 555-0114|2003-12-02|Person|
10114|529|Laura|L|Cai|1977-07-10|S||Mrs.|laura27@adventure-works.com|30000.0|Partial College|Clerical|8, rue des Vendangeurs||1 (11) 500 555-0163|2004-07-05|Person|
10115|626|Savannah||Murphy|1977-11-04|M||Mrs.|savannah14@adventure-works.com|30000.0|Partial College|Clerical|Karl Liebknecht str 399||1 (11) 500 555-0112|2003-09-29|Person|
10116|635|Bobby|D|Raman|1977-07-01|S||Mr.|bobby8@adventure-works.com|30000.0|Partial College|Clerical|Galeriestr 2892||1 (11) 500 555-0111|2003-10-23|Person|
10117|587|Carson||Russell|1976-12-13|M||Mr.|carson19@adventure-works.com|20000.0|High School|Manual|7440 Dorset Way||1 (11) 500 555-0118|2004-04-30|Person|
10118|544|Bryant|K|Sara|1975-05-24|S||Mr.|bryant9@adventure-works.com|10000.0|Partial High School|Manual|65bis, boulevard Saint Germain||1 (11) 500 555-0153|2004-02-22|Person|
10119|497|Lisa|L|Hu|1975-03-23|S||Mrs.|lisa23@adventure-works.com|20000.0|High School|Manual|7489 Relief Valley Ct||1 (11) 500 555-0164|2004-01-17|Person|
10120|459|Edward||Campbell|1976-01-22|S||Mr.|edward18@adventure-works.com|20000.0|High School|Manual|31, cours Mirabeau||1 (11) 500 555-0174|2004-03-30|Person|
10121|641|Roger|P|Chen|1976-07-11|M||Mr.|roger7@adventure-works.com|30000.0|Partial College|Clerical|Karl Liebknecht str 299||1 (11) 500 555-0112|2003-08-06|Person|
10122|657|Garrett|C|Reed|1975-01-03|S||Mr.|garrett25@adventure-works.com|20000.0|Partial High School|Manual|76, avenue de l´ Union Centrale||1 (11) 500 555-0122|2003-10-18|Person|
10123|702|Julie||Xie|1974-04-11|M||Mrs.|julie7@adventure-works.com|10000.0|Partial High School|Manual|5, avenue du Québec||1 (11) 500 555-0156|2003-10-13|Person|
10124|591|Carl||Luo|1974-08-12|S||Mr.|carl5@adventure-works.com|20000.0|Partial High School|Manual|4877, rue des Ecoles||1 (11) 500 555-0178|2004-04-15|Person|
10125|676|Mallory|L|Alvarez|1974-06-21|S||Mrs.|mallory12@adventure-works.com|20000.0|Partial High School|Manual|3134 Rambling Rose Dr.||1 (11) 500 555-0124|2004-06-15|Person|
10126|621|Bruce|E|Rana|1975-12-01|S||Mr.|bruce10@adventure-works.com|30000.0|Partial College|Clerical|16, rue de l´Avenir||1 (11) 500 555-0156|2004-03-04|Person|
10127|529|Kaitlin||Gonzalez|1975-11-07|S||Mrs.|kaitlin17@adventure-works.com|30000.0|Partial College|Clerical|534, rue des Grands Champs||1 (11) 500 555-0117|2003-10-24|Person|
10128|564|Crystal||Zheng|1975-07-25|S||Mrs.|crystal20@adventure-works.com|30000.0|Partial College|Clerical|34334, rue Jean Mermoz||1 (11) 500 555-0171|2004-02-15|Person|
10129|626|Kenneth||Andersen|1975-06-20|S||Mr.|kenneth11@adventure-works.com|30000.0|Partial College|Clerical|Wertheimer Straße 854||1 (11) 500 555-0185|2003-12-30|Person|
10130|513|Rafael|J|Wang|1975-03-17|S||Mr.|rafael1@adventure-works.com|30000.0|Partial College|Clerical|Rykestr 9582||1 (11) 500 555-0117|2004-06-20|Person|
10131|497|Mackenzie|D|Ward|1975-12-16|M||Mrs.|mackenzie10@adventure-works.com|40000.0|Bachelors|Skilled Manual|6963 Santa Monica Drive|# 4|1 (11) 500 555-0119|2003-05-01|Person|
10132|662|Gilbert|K|Nath|1973-04-07|S||Mr.|gilbert38@adventure-works.com|20000.0|Partial High School|Manual|Karl Liebknecht str 299||1 (11) 500 555-0144|2003-12-28|Person|
10133|529|Jeffery|E|Hu|1974-06-04|S||Mr.|jeffery20@adventure-works.com|30000.0|Partial College|Clerical|1, rue de Maubeuge||1 (11) 500 555-0116|2003-12-07|Person|
10134|548|April|G|Kumar|1974-08-06|S||Mrs.|april6@adventure-works.com|30000.0|Partial College|Clerical|242, rue Léo Delibes||1 (11) 500 555-0124|2004-04-25|Person|
10135|506|Bob|W|Chapman|1980-03-02|S||Mr.|bob5@adventure-works.com|20000.0|Partial High School|Manual|2813 A St.||1 (11) 500 555-0155|2003-11-11|Person|
10136|449|Raul|P|Raji|1980-10-26|M||Mr.|raul19@adventure-works.com|20000.0|Partial High School|Manual|6026 Lacanda Ct||1 (11) 500 555-0136|2003-10-22|Person|
10137|565|Natasha||Carlson|1980-03-12|M||Mrs.|natasha18@adventure-works.com|20000.0|Partial High School|Manual|9573 Royal Oak Rd.||1 (11) 500 555-0128|2003-12-11|Person|
10138|565|Steve||Li|1980-11-15|S||Mr.|steve7@adventure-works.com|20000.0|Partial High School|Manual|6481 Hastings Drive||1 (11) 500 555-0190|2004-04-20|Person|
10139|647|Kaylee||Phillips|1962-02-26|M||Mrs.|kaylee27@adventure-works.com|70000.0|Partial College|Skilled Manual|531 Northridge Drive||745-555-0127|2003-01-31|Person|
10140|644|Alex|C|Adams|1962-06-24|M||Mr.|alex43@adventure-works.com|70000.0|Partial College|Skilled Manual|237 Bellwood Dr.||346-555-0124|2004-02-26|Person|
10141|443|Byron|A|Diaz|1961-10-16|M||Mr.|byron2@adventure-works.com|40000.0|High School|Skilled Manual|3739 Donald Dr||221-555-0137|2003-11-23|Person|
10142|597|Omar||Li|1961-03-10|S||Mr.|omar3@adventure-works.com|40000.0|High School|Skilled Manual|2846 Thomas Ave||177-555-0195|2004-03-31|Person|
10143|660|Mason||Brooks|1961-04-20|M||Mr.|mason3@adventure-works.com|40000.0|High School|Skilled Manual|3331 Algiers Dr.||583-555-0129|2004-06-24|Person|
10144|644|Allison||Campbell|1961-05-14|M||Mrs.|allison29@adventure-works.com|60000.0|Partial College|Skilled Manual|45 Landing Terrace||735-555-0181|2004-03-31|Person|
10145|678|Lucas||Richardson|1961-02-08|M||Mr.|lucas81@adventure-works.com|60000.0|Partial College|Skilled Manual|9057 Palms Dr.||875-555-0160|2004-03-12|Person|
10146|445|Mindy||Lal|1960-06-02|M||Mrs.|mindy13@adventure-works.com|40000.0|Bachelors|Professional|9639 M St.||802-555-0155|2004-05-03|Person|
10147|551|Robert|L|Taylor|1960-07-12|M||Mr.|robert67@adventure-works.com|60000.0|Partial College|Skilled Manual|8823 Fine Drive||633-555-0188|2004-03-08|Person|
10148|642|Angel||Rogers|1960-07-17|M||Mr.|angel18@adventure-works.com|60000.0|Partial College|Skilled Manual|8056 Village Oaks Dr.||771-555-0114|2004-03-27|Person|
10149|665|Brianna|L|Gonzales|1967-03-03|S||Mrs.|brianna62@adventure-works.com|50000.0|Partial College|Skilled Manual|5581 Stanford Street||928-555-0116|2003-01-05|Person|
10150|620|Miguel|A|Diaz|1967-12-27|S||Mr.|miguel68@adventure-works.com|50000.0|Partial College|Skilled Manual|2824 Meadowvale Court||744-555-0121|2004-03-16|Person|
10151|694|Alyssa||Ramirez|1967-09-25|S||Mrs.|alyssa41@adventure-works.com|60000.0|Graduate Degree|Professional|8384 Potomac Drive||357-555-0194|2004-03-09|Person|
10152|582|Aaron|C|Campbell|1967-12-22|S||Mr.|aaron39@adventure-works.com|60000.0|Graduate Degree|Professional|3310 Harvey Way||187-555-0177|2004-03-13|Person|
10153|633|Amanda||Hill|1967-07-09|S||Mrs.|amanda65@adventure-works.com|60000.0|Graduate Degree|Professional|4305 Geriola Court||273-555-0112|2004-03-04|Person|
10154|546|James|R|Thompson|1967-02-15|M||Mr.|james88@adventure-works.com|60000.0|Graduate Degree|Professional|9782 Price Lane||114-555-0181|2004-03-13|Person|
10155|658|Michael|M|Clark|1928-02-10|M||Mr.|michael51@adventure-works.com|50000.0|Graduate Degree|Professional|7484 Roundtree Drive||603-555-0116|2004-06-07|Person|
10156|505|Jeremiah|D|Flores|1960-03-04|M||Mr.|jeremiah32@adventure-works.com|60000.0|Partial College|Skilled Manual|7530 Vista Diablo||177-555-0148|2004-03-12|Person|
10157|620|Maria|E|Lopez|1960-02-24|M||Mrs.|maria62@adventure-works.com|60000.0|Partial College|Skilled Manual|3960 Fairfield Avenue||431-555-0183|2004-03-20|Person|
10158|443|Robert|J|Perry|1959-04-20|M||Mr.|robert21@adventure-works.com|60000.0|Bachelors|Professional|3431 Aspen Drive||957-555-0191|2003-12-11|Person|
10159|677|Trevor|J|Patterson|1959-07-19|S||Mr.|trevor10@adventure-works.com|60000.0|Bachelors|Professional|4326 Niagara Court||396-555-0143|2003-09-05|Person|
10160|620|Kaitlyn||Rodriguez|1959-06-09|M||Mrs.|kaitlyn43@adventure-works.com|70000.0|Graduate Degree|Professional|3152 Willow Pass Rd.||111-555-0123|2003-08-24|Person|
10161|610|April||Xie|1959-11-24|M||Mrs.|april3@adventure-works.com|80000.0|Graduate Degree|Professional|1343 Apple Drive||413-555-0177|2004-03-29|Person|
10162|537|Megan||Johnson|1958-03-14|M||Mrs.|megan4@adventure-works.com|60000.0|Bachelors|Professional|2943 Eagle Peak Road||937-555-0147|2004-03-25|Person|
10163|645|Brooke||Sanchez|1958-11-21|S||Mrs.|brooke22@adventure-works.com|60000.0|Bachelors|Professional|1728 Village Oaks Dr.||555-555-0157|2004-03-28|Person|
10164|582|William||Williams|1958-06-05|M||Mr.|william18@adventure-works.com|70000.0|Graduate Degree|Professional|636 Marina Village Pkwy.||140-555-0163|2004-07-31|Person|
10165|610|Troy||Raman|1958-02-08|M||Mr.|troy13@adventure-works.com|70000.0|Graduate Degree|Professional|1565 Esperanea Dr.||712-555-0111|2004-02-08|Person|
10166|648|Sheila|J|Gomez|1969-08-03|S||Mrs.|sheila1@adventure-works.com|80000.0|Graduate Degree|Management|7826 W. Hookston Road||1 (11) 500 555-0156|2002-07-31|Person|
10167|697|Tamara|E|Yuan|1969-03-15|S||Mrs.|tamara18@adventure-works.com|90000.0|Graduate Degree|Management|1688 Sudan Loop||1 (11) 500 555-0114|2002-07-03|Person|
10168|534|Kara||Becker|1969-10-11|S||Mrs.|kara18@adventure-works.com|90000.0|Graduate Degree|Management|8474 Carmel Drive||1 (11) 500 555-0193|2002-07-24|Person|
10169|634|Clifford|C|Chapman|1970-04-22|M||Mr.|clifford2@adventure-works.com|80000.0|Graduate Degree|Management|4010 Willow Pass Road||1 (11) 500 555-0169|2002-07-20|Person|
10170|596|Nancy|C|Arun|1970-08-23|M||Mrs.|nancy10@adventure-works.com|90000.0|Bachelors|Professional|4056 Marina Vill Pkwy.||1 (11) 500 555-0138|2002-07-31|Person|
10171|487|Edwin|O|Sun|1968-09-27|M||Mr.|edwin14@adventure-works.com|70000.0|Bachelors|Professional|1451 Victory Lane||1 (11) 500 555-0127|2004-04-12|Person|
10172|680|Christopher|E|Taylor|1968-02-06|S||Mr.|christopher9@adventure-works.com|70000.0|Bachelors|Professional|6355 Corte Del Sol||1 (11) 500 555-0194|2003-11-07|Person|
10173|599|Francisco|D|Sanchez|1968-05-07|M||Mr.|francisco22@adventure-works.com|70000.0|Bachelors|Professional|5872 Matterhorn Court||1 (11) 500 555-0156|2003-09-13|Person|
10174|706|Chad|C|Yuan|1967-11-13|M||Mr.|chad8@adventure-works.com|70000.0|Bachelors|Professional|7090 C. Mount Hood||1 (11) 500 555-0115|2002-07-03|Person|
10175|680|Andre||Smith|1967-03-13|M||Mr.|andre8@adventure-works.com|70000.0|Bachelors|Professional|470 Laurel||1 (11) 500 555-0137|2004-03-22|Person|
10176|519|Armando|S|Gomez|1967-07-24|S||Mr.|armando1@adventure-works.com|80000.0|Graduate Degree|Management|9683 Pine Valley Road||1 (11) 500 555-0158|2004-01-22|Person|
10177|512|Raul|L|Chande|1967-08-10|M||Mr.|raul12@adventure-works.com|80000.0|Graduate Degree|Management|938 San Ysidro Court||1 (11) 500 555-0130|2003-08-03|Person|
10178|599|Kara|S|Nath|1967-02-14|M||Mrs.|kara16@adventure-works.com|80000.0|Graduate Degree|Management|3043 Rock Creek Pl.||1 (11) 500 555-0195|2004-02-07|Person|
10179|487|Jillian||Saunders|1966-06-08|M||Mrs.|jillian11@adventure-works.com|80000.0|Bachelors|Professional|7443 Sherry Circle||1 (11) 500 555-0119|2004-02-13|Person|
10180|596|Jaclyn|C|Zhou|1966-07-12|M||Mrs.|jaclyn9@adventure-works.com|80000.0|Bachelors|Professional|879 St. Andrews Way||1 (11) 500 555-0150|2002-07-27|Person|
10181|699|Katherine||Flores|1965-03-24|S||Mrs.|katherine38@adventure-works.com|60000.0|Bachelors|Professional|1752 Attic Lane||1 (11) 500 555-0148|2002-07-22|Person|
10182|473|Summer|E|Sullivan|1965-09-19|S||Mrs.|summer11@adventure-works.com|60000.0|Bachelors|Professional|5603 S. Rising Ave||1 (11) 500 555-0129|2004-03-17|Person|
10183|628|Lori||Navarro|1965-11-13|M||Mrs.|lori12@adventure-works.com|60000.0|Bachelors|Professional|4633 Jefferson Street||1 (11) 500 555-0171|2004-06-07|Person|
10184|596|Hector||Moreno|1968-09-15|M||Mr.|hector4@adventure-works.com|70000.0|Bachelors|Professional|1412 San Marino Ct.||1 (11) 500 555-0144|2002-07-08|Person|
10185|628|Harold|M|Rodriguez|1968-08-17|S||Mr.|harold16@adventure-works.com|70000.0|Bachelors|Professional|4159 Apple Drive||1 (11) 500 555-0180|2004-02-28|Person|
10186|553|Gilbert|J|Jai|1968-04-25|M||Mr.|gilbert32@adventure-works.com|80000.0|Bachelors|Professional|1509 Orangewood Ave.||1 (11) 500 555-0158|2004-07-03|Person|
10187|596|Randall|Z|Vazquez|1965-02-04|S||Mr.|randall16@adventure-works.com|70000.0|Bachelors|Professional|2168 Terra Calitina||1 (11) 500 555-0144|2003-10-28|Person|
10188|553|Darrell|J|Luo|1964-10-16|M||Mr.|darrell14@adventure-works.com|60000.0|Bachelors|Professional|3215 Polson Court||1 (11) 500 555-0127|2004-01-02|Person|
10189|425|Clifford||Sanchez|1964-07-19|M||Mr.|clifford19@adventure-works.com|60000.0|Bachelors|Professional|494 Crown Court||1 (11) 500 555-0195|2003-12-01|Person|
10190|599|Desiree|D|Rubio|1963-11-23|M||Mrs.|desiree17@adventure-works.com|60000.0|Bachelors|Professional|3727 Withersed Lane||1 (11) 500 555-0113|2002-07-29|Person|
10191|478|Pablo||Rovira Diez|1963-02-23|S||Mr.|pablo0@adventure-works.com|70000.0|Bachelors|Professional|15, rue Descartes||786-555-0100|2003-08-12|Person|
10192|679|Willie||Lu|1962-01-23|M||Mr.|willie9@adventure-works.com|60000.0|Bachelors|Professional|8595 Mariposa Ct||1 (11) 500 555-0130|2002-07-06|Person|
10193|519|Regina||Sai|1962-08-27|M||Mrs.|regina5@adventure-works.com|60000.0|Bachelors|Professional|8274 Shady Lane||1 (11) 500 555-0125|2002-07-21|Person|
10194|519|Philip||Hernandez|1962-01-15|M||Mr.|philip3@adventure-works.com|60000.0|Bachelors|Professional|324 Woodbury Place||1 (11) 500 555-0111|2002-07-01|Person|
10195|554|Tara||Nara|1962-06-24|M||Mrs.|tara17@adventure-works.com|60000.0|Bachelors|Professional|5518 Baldwin Dr.||1 (11) 500 555-0153|2002-07-28|Person|
10196|692|Rafael|N|Xu|1962-01-15|M||Mr.|rafael28@adventure-works.com|60000.0|Bachelors|Professional|1754 Polk Street||1 (11) 500 555-0131|2002-07-16|Person|
10197|558|Kathleen||Alonso|1961-05-13|M||Mrs.|kathleen10@adventure-works.com|60000.0|Partial College|Skilled Manual|8425 W. Hookston Road||1 (11) 500 555-0113|2004-02-27|Person|
10198|637|Sheena|D|Pal|1961-01-22|S||Mrs.|sheena10@adventure-works.com|60000.0|Bachelors|Professional|4399 Price Lane||1 (11) 500 555-0169|2002-07-14|Person|
10199|471|Madison|J|Williams|1961-06-19|M||Mrs.|madison2@adventure-works.com|60000.0|Bachelors|Professional|921 Ponderosa Way||1 (11) 500 555-0199|2004-04-03|Person|
10200|655|Ruth|L|Raman|1961-06-08|S||Mrs.|ruth16@adventure-works.com|60000.0|Partial College|Skilled Manual|7959 Driving Drive||1 (11) 500 555-0187|2002-07-08|Person|
10201|487|Alison||Kumar|1961-05-03|S||Mrs.|alison7@adventure-works.com|60000.0|Partial College|Skilled Manual|5847 W. Buchanan||1 (11) 500 555-0170|2002-07-04|Person|
10202|634|Anna||Rogers|1929-02-13|S||Mrs.|anna5@adventure-works.com|80000.0|Graduate Degree|Management|1841 Cape Cod Way||1 (11) 500 555-0197|2002-07-14|Person|
10203|632|Theresa||Torres|1966-03-25|S||Mrs.|theresa8@adventure-works.com|100000.0|Graduate Degree|Management|2536 El Capitan Lane||1 (11) 500 555-0191|2002-07-30|Person|
10204|487|Mary||Allen|1966-12-25|M||Mrs.|mary36@adventure-works.com|100000.0|Graduate Degree|Management|8743 Clark Creek Rd.||1 (11) 500 555-0185|2002-07-28|Person|
10205|510|Candice|I|Lu|1966-08-23|S||Mrs.|candice17@adventure-works.com|100000.0|Bachelors|Professional|7876 Clinton Dr||1 (11) 500 555-0174|2004-03-25|Person|
10206|549|Denise|L|Vance|1966-03-07|S||Mrs.|denise6@adventure-works.com|110000.0|Graduate Degree|Management|5719 A St.||1 (11) 500 555-0116|2002-07-27|Person|
10207|531|Roberto|R|Moreno|1960-09-06|S||Mr.|roberto6@adventure-works.com|60000.0|Partial College|Skilled Manual|1371 Vancouver Way||1 (11) 500 555-0153|2002-07-03|Person|
10208|492|Vincent|D|Li|1960-07-16|M||Mr.|vincent3@adventure-works.com|60000.0|Partial College|Skilled Manual|1694 Pinole Valley Rd.||1 (11) 500 555-0162|2003-11-26|Person|
10209|699|Olivia||Griffin|1932-06-05|S||Mrs.|olivia66@adventure-works.com|30000.0|Partial College|Clerical|8669 Rotherham Dr.||1 (11) 500 555-0181|2003-10-30|Person|
10210|487|Randall|F|Moreno|1965-06-19|S||Mr.|randall7@adventure-works.com|70000.0|Bachelors|Professional|5518 San Rafael||1 (11) 500 555-0148|2004-03-10|Person|
10211|549|Colin|L|Luo|1965-04-03|S||Mr.|colin29@adventure-works.com|80000.0|Bachelors|Professional|3281 Hillview Dr.||1 (11) 500 555-0170|2003-09-25|Person|
10212|634|Louis|E|He|1964-05-12|S||Mr.|louis13@adventure-works.com|70000.0|Bachelors|Professional|486 Lorraine Ave||1 (11) 500 555-0167|2002-07-17|Person|
10213|492|Nicolas|D|Lal|1964-11-23|S||Mr.|nicolas6@adventure-works.com|70000.0|Bachelors|Professional|8096 Mt. Washington Way||1 (11) 500 555-0127|2003-08-25|Person|
10214|492|Peter|E|Black|1964-11-16|S||Mr.|peter25@adventure-works.com|70000.0|Bachelors|Professional|7848 York Dr.||1 (11) 500 555-0163|2004-04-28|Person|
10215|509|Corey|T|She|1964-04-01|S||Mr.|corey0@adventure-works.com|70000.0|Bachelors|Professional|1911 Almond Avenue||1 (11) 500 555-0164|2002-07-22|Person|
10216|706|Tiffany|K|Yang|1964-08-27|S||Mrs.|tiffany5@adventure-works.com|70000.0|Bachelors|Professional|3403 Rapallo Lane||1 (11) 500 555-0158|2002-07-10|Person|
10217|425|Larry|E|Blanco|1964-05-24|S||Mr.|larry18@adventure-works.com|80000.0|Bachelors|Professional|410 Wallace Dr.||1 (11) 500 555-0194|2002-07-11|Person|
10218|613|Casey||Xie|1959-10-23|S||Mrs.|casey3@adventure-works.com|90000.0|Bachelors|Professional|3762 Gumwood||1 (11) 500 555-0129|2002-08-21|Person|
10219|599|Wyatt|D|Rodriguez|1963-06-13|S||Mr.|wyatt21@adventure-works.com|70000.0|Bachelors|Professional|2525 San Miguel Court||1 (11) 500 555-0133|2002-08-15|Person|
10220|632|Candice|S|Zhu|1963-02-07|S||Mrs.|candice20@adventure-works.com|70000.0|Bachelors|Professional|5825 Banyan Way||1 (11) 500 555-0144|2002-08-24|Person|
10221|554|Meghan||Moyer|1962-07-02|M||Mrs.|meghan9@adventure-works.com|70000.0|Partial College|Skilled Manual|2709 Yellowood Pl.||1 (11) 500 555-0115|2003-10-01|Person|
10222|473|Martin|L|Sai|1961-07-22|M||Mr.|martin11@adventure-works.com|60000.0|Partial College|Skilled Manual|8682 Huston Rd||1 (11) 500 555-0190|2004-01-30|Person|
10223|478|Kelvin|K|Xu|1961-10-16|M||Mr.|kelvin2@adventure-works.com|60000.0|Partial College|Skilled Manual|2260 Clear Court||1 (11) 500 555-0154|2002-08-18|Person|
10224|679|Evelyn|A|Suri|1961-09-24|S||Mrs.|evelyn0@adventure-works.com|70000.0|Partial College|Skilled Manual|755 Palm Dr.||1 (11) 500 555-0147|2003-09-26|Person|
10225|561|Jamie|S|Alan|1958-03-10|M||Mr.|jamie28@adventure-works.com|90000.0|Bachelors|Professional|5492 Hacienda Drive||1 (11) 500 555-0112|2004-04-10|Person|
10226|518|Michele|E|Jai|1958-10-16|S||Mrs.|michele11@adventure-works.com|90000.0|Bachelors|Professional|4250 Hungry Rd||1 (11) 500 555-0184|2002-08-09|Person|
10227|519|Dale|L|Nara|1956-04-26|S||Mr.|dale14@adventure-works.com|80000.0|Partial College|Skilled Manual|7776 Forsman Place||1 (11) 500 555-0167|2002-08-21|Person|
